"global_id";"Stop times code";"Trip code";"Arrival time";"Departure time";"Stop code";"Distance from the beginning of the route";"Type landing";"Destination is displayed";"Number stop";"Type of trip";"Interval on the route";
"global_id";"Код расписания";"Код рейса";"Время прибытия";"Время отправления";"Код остановки";"Расстояние от начала маршрута, км";"Тип посадки";"Пункт назначения рейса, отображающийся на информационном табло";"Номер остановки по пути следования";"Тип рейса";"Интервал на маршруте";
"5078850200";"";"4440_100031133_7_10";"16:59:00";"16:59:00";"10492";"";"";"";"37";"";"";
"5078850202";"";"4440_100031133_7_10";"16:31:00";"16:31:00";"1001339";"";"";"";"19";"";"";
"5078850253";"";"4440_100031133_7_10";"16:43:00";"16:43:00";"4658";"";"";"";"29";"";"";
"5078850300";"";"4440_100031133_7_10";"16:12:00";"16:12:00";"4528";"";"";"";"5";"";"";
"5078850303";"";"4440_100031133_7_10";"16:15:00";"16:15:00";"4066";"";"";"";"8";"";"";
"5078850337";"";"4440_100031133_7_10";"16:54:00";"16:54:00";"8595";"";"";"";"34";"";"";
"5078850348";"";"4440_100031133_7_10";"16:34:00";"16:34:00";"3931";"";"";"";"20";"";"";
"5078850349";"";"4440_100031133_7_10";"16:39:00";"16:39:00";"4660";"";"";"";"25";"";"";
"5078850365";"";"4440_100031133_7_10";"16:52:00";"16:52:00";"5854";"";"";"";"33";"";"";
"5078850403";"";"4440_100031133_7_10";"16:21:00";"16:21:00";"22818";"";"";"";"12";"";"";
"5078850491";"";"4440_100031133_7_10";"16:08:00";"16:08:00";"6238";"";"";"";"2";"";"";
"5078850518";"";"4440_100031133_7_10";"16:40:00";"16:40:00";"3943";"";"";"";"26";"";"";
"5078850543";"";"4440_100031133_7_10";"17:15:00";"17:15:00";"3949";"";"";"";"47";"";"";
"5078850545";"";"4440_100031133_7_10";"16:17:00";"16:17:00";"4614";"";"";"";"9";"";"";
"5078850552";"";"4440_100031133_7_10";"16:26:00";"16:26:00";"1002767";"";"";"";"16";"";"";
"5078850590";"";"4440_100031133_7_10";"16:19:00";"16:19:00";"5366";"";"";"";"10";"";"";
"5078850608";"";"4440_100031133_7_10";"16:56:00";"16:56:00";"6241";"";"";"";"35";"";"";
"5078850640";"";"4440_100031133_7_10";"16:30:00";"16:30:00";"3939";"";"";"";"18";"";"";
"5078850655";"";"4440_100031133_7_10";"16:14:00";"16:14:00";"4530";"";"";"";"7";"";"";
"5078850678";"";"4440_100031133_7_10";"16:24:00";"16:24:00";"15245";"";"";"";"14";"";"";
"5078850686";"";"4440_100031133_7_10";"16:37:00";"16:37:00";"3863";"";"";"";"23";"";"";
"5078850721";"";"4440_100031133_7_10";"16:13:00";"16:13:00";"4529";"";"";"";"6";"";"";
"5078850734";"";"4440_100031133_7_10";"16:51:00";"16:51:00";"22817";"";"";"";"32";"";"";
"5078850740";"";"4440_100031133_7_10";"17:08:00";"17:08:00";"3926";"";"";"";"42";"";"";
"5078850745";"";"4440_100031133_7_10";"17:02:00";"17:02:00";"8697";"";"";"";"39";"";"";
"5078850747";"";"4440_100031133_7_10";"16:20:00";"16:20:00";"4067";"";"";"";"11";"";"";
"5078850762";"";"4440_100031133_7_10";"17:00:00";"17:00:00";"3660";"";"";"";"38";"";"";
"5078850773";"";"4440_100031133_7_10";"17:14:00";"17:14:00";"6245";"";"";"";"46";"";"";
"5078850778";"";"4440_100031133_7_10";"16:41:00";"16:41:00";"4069";"";"";"";"27";"";"";
"5078850866";"";"4440_100031133_7_10";"17:06:00";"17:06:00";"7118";"";"";"";"41";"";"";
"5078850937";"";"4440_100031133_7_10";"17:16:00";"17:16:00";"5365";"";"";"";"48";"";"";
"5078850979";"";"4440_100031133_7_10";"17:12:00";"17:12:00";"3947";"";"";"";"45";"";"";
"5078850995";"";"4440_100031133_7_10";"16:42:00";"16:42:00";"22815";"";"";"";"28";"";"";
"5078851010";"";"4440_100031133_7_10";"16:11:00";"16:11:00";"4527";"";"";"";"4";"";"";
"5078851020";"";"4440_100031133_7_10";"17:10:00";"17:10:00";"3945";"";"";"";"43";"";"";
"5078851074";"";"4440_100031133_7_10";"16:58:00";"16:58:00";"1002232";"";"";"";"36";"";"";
"5078851103";"";"4440_100031133_7_10";"16:50:00";"16:50:00";"3648";"";"";"";"31";"";"";
"5078851119";"";"4440_100031133_7_10";"16:25:00";"16:25:00";"3937";"";"";"";"15";"";"";
"5078851131";"";"4440_100031133_7_10";"17:11:00";"17:11:00";"3946";"";"";"";"44";"";"";
"5078969555";"";"4443_100031456_12_2";"16:39:00";"16:39:00";"706";"";"";"";"27";"";"";
"5078969665";"";"4443_100031456_12_2";"16:47:00";"16:47:00";"821";"";"";"";"32";"";"";
"5078969721";"";"4443_100031456_12_2";"16:37:00";"16:37:00";"704";"";"";"";"25";"";"";
"5078969728";"";"4443_100031456_12_2";"16:14:00";"16:14:00";"851";"";"";"";"10";"";"";
"5078969747";"";"4443_100031456_12_2";"16:40:00";"16:40:00";"707";"";"";"";"28";"";"";
"5078969753";"";"4443_100031456_12_2";"16:43:00";"16:43:00";"709";"";"";"";"30";"";"";
"5078969959";"";"4443_100031456_12_2";"16:33:00";"16:33:00";"739";"";"";"";"22";"";"";
"5078970018";"";"4443_100031456_12_2";"16:47:00";"16:47:00";"10650";"";"";"";"33";"";"";
"5078970058";"";"4443_100031456_12_2";"16:38:00";"16:38:00";"705";"";"";"";"26";"";"";
"5078970088";"";"4443_100031456_12_2";"16:46:00";"16:46:00";"820";"";"";"";"31";"";"";
"5078970121";"";"4443_100031456_12_2";"16:04:00";"16:04:00";"1403";"";"";"";"7";"";"";
"5078970122";"";"4443_100031456_12_2";"16:03:00";"16:03:00";"1404";"";"";"";"6";"";"";
"5078970184";"";"4443_100031456_12_2";"16:41:00";"16:41:00";"708";"";"";"";"29";"";"";
"5078970203";"";"4443_100031456_12_2";"16:36:00";"16:36:00";"703";"";"";"";"24";"";"";
"5078970237";"";"4443_100031456_12_2";"16:17:00";"16:17:00";"453";"";"";"";"13";"";"";
"5078970247";"";"4443_100031456_12_2";"15:59:00";"15:59:00";"848";"";"";"";"4";"";"";
"5078970284";"";"4443_100031456_12_2";"16:16:00";"16:16:00";"1032";"";"";"";"12";"";"";
"5078970329";"";"4443_100031456_12_2";"16:01:00";"16:01:00";"15926";"";"";"";"5";"";"";
"5078970402";"";"4443_100031456_12_2";"16:13:00";"16:13:00";"1119";"";"";"";"9";"";"";
"5078970428";"";"4443_100031456_12_2";"16:21:00";"16:21:00";"815";"";"";"";"15";"";"";
"5078970454";"";"4443_100031456_12_2";"16:27:00";"16:27:00";"9783";"";"";"";"20";"";"";
"5078970485";"";"4443_100031456_12_2";"16:31:00";"16:31:00";"639";"";"";"";"21";"";"";
"5078970500";"";"4443_100031456_12_2";"16:10:00";"16:10:00";"15354";"";"";"";"8";"";"";
"5078970596";"";"4443_100031456_12_2";"16:26:00";"16:26:00";"819";"";"";"";"19";"";"";
"5078970602";"";"4443_100031456_12_2";"16:22:00";"16:22:00";"816";"";"";"";"16";"";"";
"5078970612";"";"4443_100031456_12_2";"16:34:00";"16:34:00";"702";"";"";"";"23";"";"";
"5078970620";"";"4443_100031456_12_2";"16:23:00";"16:23:00";"817";"";"";"";"17";"";"";
"5078970664";"";"4443_100031456_12_2";"15:57:00";"15:57:00";"847";"";"";"";"3";"";"";
"5078970675";"";"4443_100031456_12_2";"16:24:00";"16:24:00";"818";"";"";"";"18";"";"";
"5078970708";"";"4443_100031456_12_2";"15:56:00";"15:56:00";"846";"";"";"";"2";"";"";
"5078970811";"";"4443_100031456_12_2";"16:15:00";"16:15:00";"852";"";"";"";"11";"";"";
"5078970828";"";"4443_100031456_12_2";"16:20:00";"16:20:00";"18070";"";"";"";"14";"";"";
"5078971202";"";"4443_100031456_12_2";"15:55:00";"15:55:00";"1000512";"";"";"";"1";"";"";
"5078974506";"";"4424_100031444_28_9";"18:15:00";"18:15:00";"470";"";"";"";"15";"";"";
"5078974794";"";"4424_100031444_28_9";"18:11:00";"18:11:00";"1042";"";"";"";"10";"";"";
"5078974902";"";"4424_100031444_28_9";"18:04:00";"18:04:00";"1040";"";"";"";"5";"";"";
"5078974960";"";"4424_100031444_28_9";"18:16:00";"18:16:00";"549";"";"";"";"16";"";"";
"5078974981";"";"4424_100031444_28_9";"18:18:00";"18:18:00";"471";"";"";"";"17";"";"";
"5078975002";"";"4424_100031444_28_9";"18:14:00";"18:14:00";"1044";"";"";"";"13";"";"";
"5078975037";"";"4424_100031444_28_9";"18:15:00";"18:15:00";"1045";"";"";"";"14";"";"";
"5078975076";"";"4424_100031444_28_9";"18:13:00";"18:13:00";"1043";"";"";"";"12";"";"";
"5078975158";"";"4424_100031444_28_9";"18:00:00";"18:00:00";"21762";"";"";"";"1";"";"";
"5078975185";"";"4424_100031444_28_9";"18:03:00";"18:03:00";"466";"";"";"";"4";"";"";
"5078975219";"";"4424_100031444_28_9";"18:12:00";"18:12:00";"469";"";"";"";"11";"";"";
"5078975235";"";"4424_100031444_28_9";"18:09:00";"18:09:00";"1041";"";"";"";"8";"";"";
"5078975251";"";"4424_100031444_28_9";"18:08:00";"18:08:00";"15438";"";"";"";"7";"";"";
"5078975400";"";"4424_100031444_28_9";"18:10:00";"18:10:00";"468";"";"";"";"9";"";"";
"5078975450";"";"4424_100031444_28_9";"18:00:00";"18:00:00";"464";"";"";"";"2";"";"";
"5078975558";"";"4424_100031444_28_9";"18:02:00";"18:02:00";"465";"";"";"";"3";"";"";
"5078975610";"";"4424_100031444_28_9";"18:06:00";"18:06:00";"467";"";"";"";"6";"";"";
"5079068774";"";"4417_100031416_9_12";"16:50:00";"16:50:00";"6712";"";"";"";"15";"";"";
"5079068921";"";"4417_100031416_9_12";"17:10:00";"17:10:00";"7510";"";"";"";"27";"";"";
"5079068949";"";"4417_100031416_9_12";"17:08:00";"17:08:00";"7509";"";"";"";"26";"";"";
"5079069007";"";"4417_100031416_9_12";"16:44:00";"16:44:00";"6709";"";"";"";"10";"";"";
"5079069031";"";"4417_100031416_9_12";"17:13:00";"17:13:00";"1000531";"";"";"";"29";"";"";
"5079069105";"";"4417_100031416_9_12";"16:42:00";"16:42:00";"21214";"";"";"";"8";"";"";
"5079069264";"";"4417_100031416_9_12";"16:33:00";"16:33:00";"6703";"";"";"";"3";"";"";
"5079069279";"";"4417_100031416_9_12";"16:43:00";"16:43:00";"6708";"";"";"";"9";"";"";
"5079069314";"";"4417_100031416_9_12";"17:12:00";"17:12:00";"7511";"";"";"";"28";"";"";
"5079069328";"";"4417_100031416_9_12";"17:06:00";"17:06:00";"21196";"";"";"";"25";"";"";
"5079069352";"";"4417_100031416_9_12";"17:05:00";"17:05:00";"7507";"";"";"";"24";"";"";
"5079069417";"";"4417_100031416_9_12";"16:46:00";"16:46:00";"4379";"";"";"";"12";"";"";
"5079069478";"";"4417_100031416_9_12";"16:57:00";"16:57:00";"6716";"";"";"";"19";"";"";
"5079069493";"";"4417_100031416_9_12";"16:55:00";"16:55:00";"6715";"";"";"";"18";"";"";
"5079069509";"";"4417_100031416_9_12";"17:04:00";"17:04:00";"7506";"";"";"";"23";"";"";
"5079069563";"";"4417_100031416_9_12";"16:35:00";"16:35:00";"6704";"";"";"";"4";"";"";
"5079069611";"";"4417_100031416_9_12";"17:01:00";"17:01:00";"6718";"";"";"";"21";"";"";
"5079069675";"";"4417_100031416_9_12";"16:52:00";"16:52:00";"6713";"";"";"";"16";"";"";
"5079069679";"";"4417_100031416_9_12";"16:47:00";"16:47:00";"21577";"";"";"";"13";"";"";
"5079069731";"";"4417_100031416_9_12";"16:48:00";"16:48:00";"21205";"";"";"";"14";"";"";
"5079069782";"";"4417_100031416_9_12";"16:32:00";"16:32:00";"6702";"";"";"";"2";"";"";
"5079069810";"";"4417_100031416_9_12";"16:45:00";"16:45:00";"6710";"";"";"";"11";"";"";
"5079069887";"";"4417_100031416_9_12";"16:53:00";"16:53:00";"6714";"";"";"";"17";"";"";
"5079069958";"";"4417_100031416_9_12";"17:02:00";"17:02:00";"21698";"";"";"";"22";"";"";
"5079070056";"";"4417_100031416_9_12";"16:39:00";"16:39:00";"6706";"";"";"";"6";"";"";
"5079070099";"";"4417_100031416_9_12";"16:31:00";"16:31:00";"10387";"";"";"";"1";"";"";
"5079070243";"";"4417_100031416_9_12";"16:37:00";"16:37:00";"6705";"";"";"";"5";"";"";
"5079070492";"";"4417_100031416_9_12";"16:40:00";"16:40:00";"13508";"";"";"";"7";"";"";
"5079070511";"";"4417_100031416_9_12";"16:59:00";"16:59:00";"6717";"";"";"";"20";"";"";
"5079070611";"";"4417_100031416_9_12";"17:15:00";"17:15:00";"17247";"";"";"";"30";"";"";
"5079154475";"";"4418_100031109_3_1";"08:10:00";"08:10:00";"1001044";"";"";"";"29";"";"";
"5079154524";"";"4418_100031109_3_1";"08:07:00";"08:07:00";"10603";"";"";"";"27";"";"";
"5079154539";"";"4418_100031109_3_1";"07:48:00";"07:48:00";"7115";"";"";"";"15";"";"";
"5079154593";"";"4418_100031109_3_1";"07:29:00";"07:29:00";"8604";"";"";"";"2";"";"";
"5079154602";"";"4418_100031109_3_1";"08:12:00";"08:12:00";"4197";"";"";"";"31";"";"";
"5079154609";"";"4418_100031109_3_1";"08:16:00";"08:16:00";"6063";"";"";"";"33";"";"";
"5079154613";"";"4418_100031109_3_1";"07:33:00";"07:33:00";"3695";"";"";"";"5";"";"";
"5079154640";"";"4418_100031109_3_1";"08:33:00";"08:33:00";"8499";"";"";"";"42";"";"";
"5079154648";"";"4418_100031109_3_1";"08:30:00";"08:30:00";"6054";"";"";"";"40";"";"";
"5079154671";"";"4418_100031109_3_1";"08:11:00";"08:11:00";"4196";"";"";"";"30";"";"";
"5079154672";"";"4418_100031109_3_1";"08:29:00";"08:29:00";"4083";"";"";"";"39";"";"";
"5079154686";"";"4418_100031109_3_1";"07:43:00";"07:43:00";"7120";"";"";"";"11";"";"";
"5079154740";"";"4418_100031109_3_1";"08:27:00";"08:27:00";"5327";"";"";"";"38";"";"";
"5079154745";"";"4418_100031109_3_1";"07:50:00";"07:50:00";"7116";"";"";"";"17";"";"";
"5079154771";"";"4418_100031109_3_1";"07:55:00";"07:55:00";"1002188";"";"";"";"20";"";"";
"5079154783";"";"4418_100031109_3_1";"07:32:00";"07:32:00";"3694";"";"";"";"4";"";"";
"5079154811";"";"4418_100031109_3_1";"08:31:00";"08:31:00";"15357";"";"";"";"41";"";"";
"5079154849";"";"4418_100031109_3_1";"07:36:00";"07:36:00";"3697";"";"";"";"7";"";"";
"5079154981";"";"4418_100031109_3_1";"08:25:00";"08:25:00";"5326";"";"";"";"37";"";"";
"5079155025";"";"4418_100031109_3_1";"07:53:00";"07:53:00";"3950";"";"";"";"19";"";"";
"5079155028";"";"4418_100031109_3_1";"07:40:00";"07:40:00";"4531";"";"";"";"9";"";"";
"5079155048";"";"4418_100031109_3_1";"08:14:00";"08:14:00";"10755";"";"";"";"32";"";"";
"5079155051";"";"4418_100031109_3_1";"07:47:00";"07:47:00";"7114";"";"";"";"14";"";"";
"5079155110";"";"4418_100031109_3_1";"07:34:00";"07:34:00";"3696";"";"";"";"6";"";"";
"5079155123";"";"4418_100031109_3_1";"08:02:00";"08:02:00";"10745";"";"";"";"24";"";"";
"5079155136";"";"4418_100031109_3_1";"08:01:00";"08:01:00";"6166";"";"";"";"23";"";"";
"5079155172";"";"4418_100031109_3_1";"08:08:00";"08:08:00";"1000866";"";"";"";"28";"";"";
"5079155215";"";"4418_100031109_3_1";"08:22:00";"08:22:00";"5325";"";"";"";"36";"";"";
"5079155232";"";"4418_100031109_3_1";"07:28:00";"07:28:00";"8605";"";"";"";"1";"";"";
"5079155287";"";"4418_100031109_3_1";"07:37:00";"07:37:00";"3698";"";"";"";"8";"";"";
"5079155300";"";"4418_100031109_3_1";"07:57:00";"07:57:00";"6164";"";"";"";"21";"";"";
"5079155339";"";"4418_100031109_3_1";"08:18:00";"08:18:00";"6064";"";"";"";"34";"";"";
"5079155353";"";"4418_100031109_3_1";"08:05:00";"08:05:00";"4167";"";"";"";"26";"";"";
"5079155357";"";"4418_100031109_3_1";"07:51:00";"07:51:00";"7117";"";"";"";"18";"";"";
"5079155360";"";"4418_100031109_3_1";"08:20:00";"08:20:00";"5324";"";"";"";"35";"";"";
"5079155391";"";"4418_100031109_3_1";"08:03:00";"08:03:00";"10604";"";"";"";"25";"";"";
"5079155531";"";"4418_100031109_3_1";"07:59:00";"07:59:00";"6165";"";"";"";"22";"";"";
"5079155607";"";"4418_100031109_3_1";"07:46:00";"07:46:00";"3700";"";"";"";"13";"";"";
"5079155646";"";"4418_100031109_3_1";"07:31:00";"07:31:00";"3693";"";"";"";"3";"";"";
"5079155649";"";"4418_100031109_3_1";"07:45:00";"07:45:00";"3699";"";"";"";"12";"";"";
"5079155780";"";"4418_100031109_3_1";"07:49:00";"07:49:00";"3701";"";"";"";"16";"";"";
"5079155786";"";"4418_100031109_3_1";"07:41:00";"07:41:00";"3656";"";"";"";"10";"";"";
"5079231180";"";"4429_100019690_10_3";"13:26:00";"13:26:00";"3660";"";"";"";"16";"";"";
"5079231199";"";"4429_100019690_10_3";"13:15:00";"13:15:00";"3702";"";"";"";"9";"";"";
"5079231275";"";"4429_100019690_10_3";"13:25:00";"13:25:00";"10492";"";"";"";"15";"";"";
"5079231283";"";"4429_100019690_10_3";"13:18:00";"13:18:00";"6159";"";"";"";"11";"";"";
"5079231304";"";"4429_100019690_10_3";"13:10:00";"13:10:00";"6760";"";"";"";"6";"";"";
"5079231333";"";"4429_100019690_10_3";"13:34:00";"13:34:00";"3926";"";"";"";"20";"";"";
"5079231350";"";"4429_100019690_10_3";"13:14:00";"13:14:00";"14018";"";"";"";"8";"";"";
"5079231500";"";"4429_100019690_10_3";"13:28:00";"13:28:00";"8697";"";"";"";"17";"";"";
"5079231510";"";"4429_100019690_10_3";"13:20:00";"13:20:00";"3703";"";"";"";"12";"";"";
"5079231514";"";"4429_100019690_10_3";"13:41:00";"13:41:00";"3949";"";"";"";"25";"";"";
"5079231524";"";"4429_100019690_10_3";"13:24:00";"13:24:00";"1002232";"";"";"";"14";"";"";
"5079231536";"";"4429_100019690_10_3";"13:37:00";"13:37:00";"3946";"";"";"";"22";"";"";
"5079231556";"";"4429_100019690_10_3";"13:36:00";"13:36:00";"3945";"";"";"";"21";"";"";
"5079231690";"";"4429_100019690_10_3";"13:12:00";"13:12:00";"6157";"";"";"";"7";"";"";
"5079231714";"";"4429_100019690_10_3";"13:30:00";"13:30:00";"6244";"";"";"";"18";"";"";
"5079231738";"";"4429_100019690_10_3";"13:16:00";"13:16:00";"6158";"";"";"";"10";"";"";
"5079231739";"";"4429_100019690_10_3";"13:04:00";"13:04:00";"22640";"";"";"";"3";"";"";
"5079231749";"";"4429_100019690_10_3";"13:32:00";"13:32:00";"7118";"";"";"";"19";"";"";
"5079231843";"";"4429_100019690_10_3";"13:02:00";"13:02:00";"5339";"";"";"";"1";"";"";
"5079231891";"";"4429_100019690_10_3";"13:38:00";"13:38:00";"3947";"";"";"";"23";"";"";
"5079232033";"";"4429_100019690_10_3";"13:22:00";"13:22:00";"6241";"";"";"";"13";"";"";
"5079232138";"";"4429_100019690_10_3";"13:42:00";"13:42:00";"5365";"";"";"";"26";"";"";
"5079232235";"";"4429_100019690_10_3";"13:03:00";"13:03:00";"3422";"";"";"";"2";"";"";
"5079232295";"";"4429_100019690_10_3";"13:40:00";"13:40:00";"6245";"";"";"";"24";"";"";
"5079232350";"";"4429_100019690_10_3";"13:08:00";"13:08:00";"4190";"";"";"";"5";"";"";
"5079232466";"";"4429_100019690_10_3";"13:05:00";"13:05:00";"13920";"";"";"";"4";"";"";
"5079292815";"";"4428_100019706_5_3";"12:12:00";"12:12:00";"10463";"";"";"";"1";"";"";
"5079292869";"";"4428_100019706_5_3";"12:29:00";"12:29:00";"8843";"";"";"";"13";"";"";
"5079293084";"";"4428_100019706_5_3";"13:07:00";"13:07:00";"6011";"";"";"";"37";"";"";
"5079293142";"";"4428_100019706_5_3";"12:13:00";"12:13:00";"3707";"";"";"";"2";"";"";
"5079293156";"";"4428_100019706_5_3";"12:27:00";"12:27:00";"7897";"";"";"";"12";"";"";
"5079293262";"";"4428_100019706_5_3";"12:21:00";"12:21:00";"3640";"";"";"";"9";"";"";
"5079293274";"";"4428_100019706_5_3";"12:15:00";"12:15:00";"3637";"";"";"";"4";"";"";
"5079293285";"";"4428_100019706_5_3";"12:14:00";"12:14:00";"3636";"";"";"";"3";"";"";
"5079293298";"";"4428_100019706_5_3";"12:45:00";"12:45:00";"3927";"";"";"";"22";"";"";
"5079293376";"";"4428_100019706_5_3";"13:08:00";"13:08:00";"6012";"";"";"";"38";"";"";
"5079293398";"";"4428_100019706_5_3";"12:51:00";"12:51:00";"3941";"";"";"";"27";"";"";
"5079293407";"";"4428_100019706_5_3";"12:46:00";"12:46:00";"4657";"";"";"";"23";"";"";
"5079293429";"";"4428_100019706_5_3";"12:17:00";"12:17:00";"4073";"";"";"";"6";"";"";
"5079293474";"";"4428_100019706_5_3";"12:19:00";"12:19:00";"3638";"";"";"";"7";"";"";
"5079293512";"";"4428_100019706_5_3";"13:12:00";"13:12:00";"6014";"";"";"";"41";"";"";
"5079293513";"";"4428_100019706_5_3";"13:23:00";"13:23:00";"5387";"";"";"";"48";"";"";
"5079293524";"";"4428_100019706_5_3";"12:16:00";"12:16:00";"4070";"";"";"";"5";"";"";
"5079293527";"";"4428_100019706_5_3";"13:09:00";"13:09:00";"6013";"";"";"";"39";"";"";
"5079293528";"";"4428_100019706_5_3";"12:39:00";"12:39:00";"21450";"";"";"";"18";"";"";
"5079293538";"";"4428_100019706_5_3";"12:23:00";"12:23:00";"6257";"";"";"";"10";"";"";
"5079293548";"";"4428_100019706_5_3";"12:47:00";"12:47:00";"10406";"";"";"";"24";"";"";
"5079293553";"";"4428_100019706_5_3";"12:59:00";"12:59:00";"14572";"";"";"";"31";"";"";
"5079293560";"";"4428_100019706_5_3";"12:53:00";"12:53:00";"6090";"";"";"";"28";"";"";
"5079293561";"";"4428_100019706_5_3";"13:19:00";"13:19:00";"1000509";"";"";"";"45";"";"";
"5079293563";"";"4428_100019706_5_3";"13:01:00";"13:01:00";"6009";"";"";"";"33";"";"";
"5079293565";"";"4428_100019706_5_3";"12:25:00";"12:25:00";"7896";"";"";"";"11";"";"";
"5079293578";"";"4428_100019706_5_3";"13:26:00";"13:26:00";"8439";"";"";"";"50";"";"";
"5079293628";"";"4428_100019706_5_3";"12:50:00";"12:50:00";"16114";"";"";"";"26";"";"";
"5079293633";"";"4428_100019706_5_3";"12:56:00";"12:56:00";"6264";"";"";"";"29";"";"";
"5079293676";"";"4428_100019706_5_3";"12:31:00";"12:31:00";"16917";"";"";"";"14";"";"";
"5079293699";"";"4428_100019706_5_3";"13:18:00";"13:18:00";"8611";"";"";"";"44";"";"";
"5079293733";"";"4428_100019706_5_3";"12:37:00";"12:37:00";"3646";"";"";"";"17";"";"";
"5079293748";"";"4428_100019706_5_3";"13:05:00";"13:05:00";"14922";"";"";"";"36";"";"";
"5079293780";"";"4428_100019706_5_3";"13:20:00";"13:20:00";"6016";"";"";"";"46";"";"";
"5079293786";"";"4428_100019706_5_3";"13:02:00";"13:02:00";"15496";"";"";"";"34";"";"";
"5079293797";"";"4428_100019706_5_3";"13:00:00";"13:00:00";"22095";"";"";"";"32";"";"";
"5079293826";"";"4428_100019706_5_3";"12:44:00";"12:44:00";"4074";"";"";"";"21";"";"";
"5079293828";"";"4428_100019706_5_3";"12:42:00";"12:42:00";"4659";"";"";"";"19";"";"";
"5079293843";"";"4428_100019706_5_3";"12:20:00";"12:20:00";"3639";"";"";"";"8";"";"";
"5079293887";"";"4428_100019706_5_3";"13:16:00";"13:16:00";"8610";"";"";"";"43";"";"";
"5079293915";"";"4428_100019706_5_3";"13:15:00";"13:15:00";"6023";"";"";"";"42";"";"";
"5079293931";"";"4428_100019706_5_3";"13:10:00";"13:10:00";"22949";"";"";"";"40";"";"";
"5079293978";"";"4428_100019706_5_3";"12:57:00";"12:57:00";"1009094";"";"";"";"30";"";"";
"5079294015";"";"4428_100019706_5_3";"13:25:00";"13:25:00";"10737";"";"";"";"49";"";"";
"5079294026";"";"4428_100019706_5_3";"12:35:00";"12:35:00";"3645";"";"";"";"16";"";"";
"5079294040";"";"4428_100019706_5_3";"12:43:00";"12:43:00";"22816";"";"";"";"20";"";"";
"5079294087";"";"4428_100019706_5_3";"12:48:00";"12:48:00";"4661";"";"";"";"25";"";"";
"5079294111";"";"4428_100019706_5_3";"13:03:00";"13:03:00";"7606";"";"";"";"35";"";"";
"5079294157";"";"4428_100019706_5_3";"12:33:00";"12:33:00";"3644";"";"";"";"15";"";"";
"5079294417";"";"4428_100019706_5_3";"13:21:00";"13:21:00";"6020";"";"";"";"47";"";"";
"5079535076";"";"4422_100016870_21_4";"16:51:00";"16:51:00";"854";"";"";"";"3";"";"";
"5079535190";"";"4422_100016870_21_4";"17:02:00";"17:02:00";"849";"";"";"";"7";"";"";
"5079535477";"";"4422_100016870_21_4";"16:50:00";"16:50:00";"1425";"";"";"";"1";"";"";
"5079535536";"";"4422_100016870_21_4";"17:06:00";"17:06:00";"858";"";"";"";"9";"";"";
"5079535633";"";"4422_100016870_21_4";"16:59:00";"16:59:00";"1406";"";"";"";"5";"";"";
"5079535768";"";"4422_100016870_21_4";"17:07:00";"17:07:00";"859";"";"";"";"10";"";"";
"5079535906";"";"4422_100016870_21_4";"17:08:00";"17:08:00";"1000512";"";"";"";"11";"";"";
"5079535981";"";"4422_100016870_21_4";"16:53:00";"16:53:00";"15355";"";"";"";"4";"";"";
"5079536025";"";"4422_100016870_21_4";"16:50:00";"16:50:00";"1426";"";"";"";"2";"";"";
"5079536225";"";"4422_100016870_21_4";"17:04:00";"17:04:00";"857";"";"";"";"8";"";"";
"5079536421";"";"4422_100016870_21_4";"17:00:00";"17:00:00";"1405";"";"";"";"6";"";"";
"5079761976";"";"4423_100029121_5_18";"14:02:00";"14:02:00";"10463";"";"";"";"42";"";"";
"5079762281";"";"4423_100029121_5_18";"13:57:00";"13:57:00";"4072";"";"";"";"39";"";"";
"5079762308";"";"4423_100029121_5_18";"14:00:00";"14:00:00";"3633";"";"";"";"41";"";"";
"5079762325";"";"4423_100029121_5_18";"13:52:00";"13:52:00";"3629";"";"";"";"35";"";"";
"5079762342";"";"4423_100029121_5_18";"13:01:00";"13:01:00";"3611";"";"";"";"5";"";"";
"5079762397";"";"4423_100029121_5_18";"13:58:00";"13:58:00";"3691";"";"";"";"40";"";"";
"5079762456";"";"4423_100029121_5_18";"13:18:00";"13:18:00";"3614";"";"";"";"17";"";"";
"5079762475";"";"4423_100029121_5_18";"13:31:00";"13:31:00";"7144";"";"";"";"26";"";"";
"5079762557";"";"4423_100029121_5_18";"13:23:00";"13:23:00";"3618";"";"";"";"21";"";"";
"5079762562";"";"4423_100029121_5_18";"13:55:00";"13:55:00";"3632";"";"";"";"38";"";"";
"5079762564";"";"4423_100029121_5_18";"13:02:00";"13:02:00";"11288";"";"";"";"6";"";"";
"5079762567";"";"4423_100029121_5_18";"13:29:00";"13:29:00";"22814";"";"";"";"24";"";"";
"5079762612";"";"4423_100029121_5_18";"13:53:00";"13:53:00";"3630";"";"";"";"36";"";"";
"5079762637";"";"4423_100029121_5_18";"13:04:00";"13:04:00";"10148";"";"";"";"7";"";"";
"5079762643";"";"4423_100029121_5_18";"13:08:00";"13:08:00";"1213";"";"";"";"10";"";"";
"5079762698";"";"4423_100029121_5_18";"13:28:00";"13:28:00";"3850";"";"";"";"23";"";"";
"5079762725";"";"4423_100029121_5_18";"13:13:00";"13:13:00";"7163";"";"";"";"14";"";"";
