"global_id";"Stop code";"Stop name";"Station Name";"Street";"Direction";"Pavilion";"Operating organization name";"Pavilion electrification";"Transport type";"Geodata";"Centroid";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"Электроподключение остановочного павильона";"Вид транспорта";"Геоданные";"Центроид";
"5107808303";"23046";"Улица 9 Мая, 4А";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.42254974, 55.89663871]]]";"{type=Point, coordinates=[37.42254974, 55.89663871]}";
"5107808304";"2441";"Районный центр «Орион»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67626446, 55.86785569]]]";"{type=Point, coordinates=[37.67626446, 55.86785569]}";
"5107808305";"2446";"Ясный пр., 11";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62428396, 55.87403505]]]";"{type=Point, coordinates=[37.62428396, 55.87403505]}";
"5107808306";"2361";"Управа района Северное Медведково";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65289198, 55.88121649]]]";"{type=Point, coordinates=[37.65289198, 55.88121649]}";
"5107808307";"236";"1-й Пехотный переулок";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47673416, 55.80552919]]]";"{type=Point, coordinates=[37.47673416, 55.80552919]}";
"5107808308";"2447";"Ясный пруд";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6295558, 55.87290544]]]";"{type=Point, coordinates=[37.6295558, 55.87290544]}";
"5107808309";"2338";"Заревый проезд, 1";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65842734, 55.88208549]]]";"{type=Point, coordinates=[37.65842734, 55.88208549]}";
"5107808310";"22879";"Ереванская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67924603, 55.62788055]]]";"{type=Point, coordinates=[37.67924603, 55.62788055]}";
"5107808311";"2408";"Метро «Воробьёвы горы»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.555048, 55.70640833]]]";"{type=Point, coordinates=[37.555048, 55.70640833]}";
"5107808312";"23059";"Бобруйский сквер";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[36.72272767, 55.38809442]]]";"{type=Point, coordinates=[36.72272767, 55.38809442]}";
"5107808313";"23273";"Физтех-лицей имени Капицы";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49999558, 55.93155841]]]";"{type=Point, coordinates=[37.49999558, 55.93155841]}";
"5107808314";"22320";"Улица Академика Франка";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.27937375, 55.45672125]]]";"{type=Point, coordinates=[37.27937375, 55.45672125]}";
"5107808315";"23048";"Школа";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.42040042, 55.91455795]]]";"{type=Point, coordinates=[37.42040042, 55.91455795]}";
"5107808316";"23226";"6-й автобусный парк";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.60902873, 55.80671358]]]";"{type=Point, coordinates=[37.60902873, 55.80671358]}";
"5107808317";"2417";"Дорогомиловская Застава";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55507201, 55.746457]]]";"{type=Point, coordinates=[37.55507201, 55.746457]}";
"5107808318";"2400";"1-я городская больница";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6062154, 55.72561231]]]";"{type=Point, coordinates=[37.6062154, 55.72561231]}";
"5107808319";"22870";"Метро «Семёновская»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.72075552, 55.78248807]]]";"{type=Point, coordinates=[37.72075552, 55.78248807]}";
"5107808320";"22837";"Южное Домодедово";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75918348, 55.40069199]]]";"{type=Point, coordinates=[37.75918348, 55.40069199]}";
"5107808321";"2419";"Театр «Мастерская Петра Фоменко»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53741019, 55.74119699]]]";"{type=Point, coordinates=[37.53741019, 55.74119699]}";
"5107808322";"22833";"Редькино";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.76573743, 55.39819802]]]";"{type=Point, coordinates=[37.76573743, 55.39819802]}";
"5107808323";"2399";"Метро «Октябрьская»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.61116936, 55.72864998]]]";"{type=Point, coordinates=[37.61116936, 55.72864998]}";
"5107808324";"2356";"Сухонская ул.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65176485, 55.87174315]]]";"{type=Point, coordinates=[37.65176485, 55.87174315]}";
"5107808325";"2337";"Илимская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58705501, 55.89069269]]]";"{type=Point, coordinates=[37.58705501, 55.89069269]}";
"5107808326";"2416";"2-й Брянский пер.";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56445232, 55.74598971]]]";"{type=Point, coordinates=[37.56445232, 55.74598971]}";
"5107808327";"23242";"Метро «Ховрино»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47986077, 55.87895035]]]";"{type=Point, coordinates=[37.47986077, 55.87895035]}";
"5107808328";"2406";"Институт Академика Семёнова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56795082, 55.70728513]]]";"{type=Point, coordinates=[37.56795082, 55.70728513]}";
"5107808329";"23293";"Улица Панфилова";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.17129619, 55.98254973]]]";"{type=Point, coordinates=[37.17129619, 55.98254973]}";
"5107808330";"2348";"Оборонная улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68468756, 55.88179064]]]";"{type=Point, coordinates=[37.68468756, 55.88179064]}";
"5107808331";"22851";"Редькино";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.76538381, 55.39850241]]]";"{type=Point, coordinates=[37.76538381, 55.39850241]}";
"5107808332";"23058";"Бобруйский сквер";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[36.72279444, 55.38820526]]]";"{type=Point, coordinates=[36.72279444, 55.38820526]}";
"5107808333";"23266";"Клязьминский лесопарк";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58171867, 55.95948272]]]";"{type=Point, coordinates=[37.58171867, 55.95948272]}";
"5107808334";"2327";"Алтуфьевское шоссе, 24";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58404791, 55.8617175]]]";"{type=Point, coordinates=[37.58404791, 55.8617175]}";
"5107808335";"23260";"Мечниково-2";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.1603012, 55.75140929]]]";"{type=Point, coordinates=[37.1603012, 55.75140929]}";
"5107808336";"2290";"Метро «Ленинский проспект»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58723687, 55.71160948]]]";"{type=Point, coordinates=[37.58723687, 55.71160948]}";
"5107808337";"22943";"2-й Варшавский проезд";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.63495928, 55.64504773]]]";"{type=Point, coordinates=[37.63495928, 55.64504773]}";
"5107808338";"2804";"Метро «Тимирязевская»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58260545, 55.81952172]]]";"{type=Point, coordinates=[37.58260545, 55.81952172]}";
"5107808339";"22828";"Метро «Бибирево»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6037793, 55.88230789]]]";"{type=Point, coordinates=[37.6037793, 55.88230789]}";
"5107808340";"2395";"Улица Алексея Свиридова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.45855124, 55.72549999]]]";"{type=Point, coordinates=[37.45855124, 55.72549999]}";
"5107808341";"2404";"Проспект 60-летия Октября";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.57687443, 55.70821658]]]";"{type=Point, coordinates=[37.57687443, 55.70821658]}";
"5107808342";"23323";"Бизнес-парк «Переделкино»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.30531383, 55.62805253]]]";"{type=Point, coordinates=[37.30531383, 55.62805253]}";
"5107808343";"22569";"Дачная улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74860395, 55.44315829]]]";"{type=Point, coordinates=[37.74860395, 55.44315829]}";
"5107808344";"22836";"Южное Домодедово";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75916495, 55.40049635]]]";"{type=Point, coordinates=[37.75916495, 55.40049635]}";
"5107808345";"23152";"Бузланово";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.20062079, 55.77323904]]]";"{type=Point, coordinates=[37.20062079, 55.77323904]}";
"5107808346";"23160";"Образовательный центр";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51353607, 55.75464097]]]";"{type=Point, coordinates=[37.51353607, 55.75464097]}";
"5107808347";"2371";"Филевский бульв., 12";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.4844193, 55.76338426]]]";"{type=Point, coordinates=[37.4844193, 55.76338426]}";
"5107808348";"2435";"Улица Молодцова";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.63621215, 55.87737411]]]";"{type=Point, coordinates=[37.63621215, 55.87737411]}";
"5107808349";"23148";"Кубанская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74479, 55.68365839]]]";"{type=Point, coordinates=[37.74479, 55.68365839]}";
"5107808350";"23327";"Проектируемый проезд № 768";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5943479, 55.80640746]]]";"{type=Point, coordinates=[37.5943479, 55.80640746]}";
"5107808351";"23274";"Торговый центр «Конфитюр»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49473396, 55.93067512]]]";"{type=Point, coordinates=[37.49473396, 55.93067512]}";
"5107808352";"23221";"СНТ «Клязьма»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.63354693, 55.99601161]]]";"{type=Point, coordinates=[37.63354693, 55.99601161]}";
"5107808353";"230";"Зеленоградская улица, 21";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49835973, 55.87297274]]]";"{type=Point, coordinates=[37.49835973, 55.87297274]}";
"5107808354";"22848";"Улица Некрасова";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.84953723, 55.77239603]]]";"{type=Point, coordinates=[37.84953723, 55.77239603]}";
"5107808355";"2450";"Дом творчества";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.61265601, 55.86930895]]]";"{type=Point, coordinates=[37.61265601, 55.86930895]}";
"5107808356";"23287";"Банк";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5063795, 55.9480515]]]";"{type=Point, coordinates=[37.5063795, 55.9480515]}";
"5107808357";"23272";"Физтех-лицей имени Капицы";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49885932, 55.93153388]]]";"{type=Point, coordinates=[37.49885932, 55.93153388]}";
"5107808358";"2453";"Улица Бестужевых";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59633044, 55.86799608]]]";"{type=Point, coordinates=[37.59633044, 55.86799608]}";
"5107808359";"22945";"МЦД Долгопрудная";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52010164, 55.93899224]]]";"{type=Point, coordinates=[37.52010164, 55.93899224]}";
"5107808360";"22906";"Центр женского здоровья";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.43743591, 55.71856433]]]";"{type=Point, coordinates=[37.43743591, 55.71856433]}";
"5107808361";"23232";"Троицкое";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.57678924, 55.98616561]]]";"{type=Point, coordinates=[37.57678924, 55.98616561]}";
"5107808362";"23282";"Скандинавский бульвар";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49269852, 55.56962919]]]";"{type=Point, coordinates=[37.49269852, 55.56962919]}";
"5107808363";"2323";"Платформа Лось";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.7106808, 55.88118025]]]";"{type=Point, coordinates=[37.7106808, 55.88118025]}";
"5107808364";"23246";"МЦК Балтийская";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49505327, 55.82374603]]]";"{type=Point, coordinates=[37.49505327, 55.82374603]}";
"5107808365";"23096";"Молодёжная улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.03886378, 55.60026504]]]";"{type=Point, coordinates=[37.03886378, 55.60026504]}";
"5107808366";"23220";"Загорьевский проезд";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66370912, 55.57932059]]]";"{type=Point, coordinates=[37.66370912, 55.57932059]}";
"5107808367";"22899";"Улица Нижние Мнёвники";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47481459, 55.76573187]]]";"{type=Point, coordinates=[37.47481459, 55.76573187]}";
"5107808368";"2367";"Береговой пр., 4";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50205453, 55.75765492]]]";"{type=Point, coordinates=[37.50205453, 55.75765492]}";
"5107808369";"240";"Почта";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49210035, 55.80096192]]]";"{type=Point, coordinates=[37.49210035, 55.80096192]}";
"5107808370";"2475";"Улица Бестужевых";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59783306, 55.86628136]]]";"{type=Point, coordinates=[37.59783306, 55.86628136]}";
"5107808371";"2858";"Метро «Южная»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.60965174, 55.62377485]]]";"{type=Point, coordinates=[37.60965174, 55.62377485]}";
"5107808372";"2350";"Тайнинская улица, 24";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68577218, 55.88372258]]]";"{type=Point, coordinates=[37.68577218, 55.88372258]}";
"5107808373";"2440";"Бабушкинский парк";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68078132, 55.86581484]]]";"{type=Point, coordinates=[37.68078132, 55.86581484]}";
"5107808374";"2357";"Проезд Шокальского";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6466391, 55.87270405]]]";"{type=Point, coordinates=[37.6466391, 55.87270405]}";
"5107808375";"2398";"Метро «Октябрьская» (радиальная)";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.61188518, 55.73104774]]]";"{type=Point, coordinates=[37.61188518, 55.73104774]}";
"5107808376";"2452";"Улица Бестужевых, 13";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.60326425, 55.87011061]]]";"{type=Point, coordinates=[37.60326425, 55.87011061]}";
"5107808377";"23269";"Стадион «Салют»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50996894, 55.93353783]]]";"{type=Point, coordinates=[37.50996894, 55.93353783]}";
"5107808378";"23102";"Почта";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.18938648, 55.68144073]]]";"{type=Point, coordinates=[37.18938648, 55.68144073]}";
"5107808379";"2422";"Метро «Парк Победы»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51795934, 55.73676553]]]";"{type=Point, coordinates=[37.51795934, 55.73676553]}";
"5107808380";"2423";"Метро «Парк Победы»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51508595, 55.7368396]]]";"{type=Point, coordinates=[37.51508595, 55.7368396]}";
"5107808381";"2320";"Стартовая ул., 15";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.69777252, 55.88706165]]]";"{type=Point, coordinates=[37.69777252, 55.88706165]}";
"5107808382";"2378";"Береговой проезд, 4";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50214557, 55.75742551]]]";"{type=Point, coordinates=[37.50214557, 55.75742551]}";
"5107808383";"23305";"ЖК «Мортонград»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40277096, 55.87280725]]]";"{type=Point, coordinates=[37.40277096, 55.87280725]}";
"5107808384";"23281";"Скандинавский бульвар, 8";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49821511, 55.56611138]]]";"{type=Point, coordinates=[37.49821511, 55.56611138]}";
"5107808385";"23324";"Бизнес-парк «Переделкино»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.30508889, 55.62794177]]]";"{type=Point, coordinates=[37.30508889, 55.62794177]}";
"5107808386";"22877";"2-я Звенигородская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55566738, 55.75633316]]]";"{type=Point, coordinates=[37.55566738, 55.75633316]}";
"5107808387";"2360";"Раево";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64639296, 55.87992449]]]";"{type=Point, coordinates=[37.64639296, 55.87992449]}";
"5107808388";"23265";"Заречная улица, 3";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[38.14826514, 55.89953702]]]";"{type=Point, coordinates=[38.14826514, 55.89953702]}";
"5107808389";"22882";"Коттеджный посёлок «Черничные поля»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.1429581, 55.57863035]]]";"{type=Point, coordinates=[37.1429581, 55.57863035]}";
"5107808390";"22895";"Волжский бульвар, 49";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75620592, 55.69503507]]]";"{type=Point, coordinates=[37.75620592, 55.69503507]}";
"5107808391";"23067";"3-я Гражданская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.71376287, 55.80845402]]]";"{type=Point, coordinates=[37.71376287, 55.80845402]}";
"5107808392";"2376";"Улица Мясищева";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.4979626, 55.76248359]]]";"{type=Point, coordinates=[37.4979626, 55.76248359]}";
"5107808393";"22878";"Улица Крылатские Холмы, 5";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.42434698, 55.74873794]]]";"{type=Point, coordinates=[37.42434698, 55.74873794]}";
"5107808394";"2305";"Стартовая улица, 31";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6894343, 55.88701431]]]";"{type=Point, coordinates=[37.6894343, 55.88701431]}";
"5107808395";"2298";"3-й Голутвинский переулок";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.61513311, 55.73745241]]]";"{type=Point, coordinates=[37.61513311, 55.73745241]}";
"5107808396";"23288";"10-й автобусный парк";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.77608231, 55.81246303]]]";"{type=Point, coordinates=[37.77608231, 55.81246303]}";
"5107808397";"238";"Детский сад";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.48400637, 55.80634772]]]";"{type=Point, coordinates=[37.48400637, 55.80634772]}";
"5107808398";"2402";"Б-ца Святителя Алексия";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59355962, 55.71698562]]]";"{type=Point, coordinates=[37.59355962, 55.71698562]}";
"5107808399";"23322";"Матвеевская улица, 42";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.45760218, 55.70715027]]]";"{type=Point, coordinates=[37.45760218, 55.70715027]}";
"5107808400";"2335";"Главный вход Ботанического сада";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5857675, 55.84406965]]]";"{type=Point, coordinates=[37.5857675, 55.84406965]}";
"5107808401";"2346";"Улица Менжинского";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67067694, 55.86859592]]]";"{type=Point, coordinates=[37.67067694, 55.86859592]}";
"5107808402";"23275";"Посёлок 1-й Дистанции Пути";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[36.83916459, 55.41989422]]]";"{type=Point, coordinates=[36.83916459, 55.41989422]}";
"5107808403";"23011";"ЖК «Мортонград»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40235445, 55.87254572]]]";"{type=Point, coordinates=[37.40235445, 55.87254572]}";
"5107808404";"23310";"Торговый комплекс «Садовод» - Корпус № 1";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.82203055, 55.651994]]]";"{type=Point, coordinates=[37.82203055, 55.651994]}";
"5107808405";"2429";"Культурно-досуговый центр";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6374933, 55.87469588]]]";"{type=Point, coordinates=[37.6374933, 55.87469588]}";
"5107808406";"2405";"Улица Академика Зелинского";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.57391735, 55.70791422]]]";"{type=Point, coordinates=[37.57391735, 55.70791422]}";
"5107808407";"2312";"Студеный пр., 38";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67075948, 55.89284934]]]";"{type=Point, coordinates=[37.67075948, 55.89284934]}";
"5107808408";"23222";"СНТ «Клязьма»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.63311694, 55.99572504]]]";"{type=Point, coordinates=[37.63311694, 55.99572504]}";
"5107808409";"2716";"Гуманитарный университет";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59749828, 55.59826721]]]";"{type=Point, coordinates=[37.59749828, 55.59826721]}";
"5107808410";"2480";"Улица Бестужевых";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59422745, 55.86762896]]]";"{type=Point, coordinates=[37.59422745, 55.86762896]}";
"5107808411";"2436";"Культурно-досуговый центр";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6373336, 55.8737581]]]";"{type=Point, coordinates=[37.6373336, 55.8737581]}";
"5107808412";"2411";"Академия внешней торговли";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53676635, 55.72691416]]]";"{type=Point, coordinates=[37.53676635, 55.72691416]}";
"5107808413";"22834";"Домодедово Таун";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.76384304, 55.39469603]]]";"{type=Point, coordinates=[37.76384304, 55.39469603]}";
"5107808414";"2410";"Мичуринский просп.";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53669629, 55.71479206]]]";"{type=Point, coordinates=[37.53669629, 55.71479206]}";
"5107808415";"2349";"Тайнинская улица, 24";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.68639302, 55.88413602]]]";"{type=Point, coordinates=[37.68639302, 55.88413602]}";
"5107808416";"2308";"Метро «Медведково»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66204656, 55.88582212]]]";"{type=Point, coordinates=[37.66204656, 55.88582212]}";
"5107808417";"2412";"Институт промышленной собственности";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55274889, 55.73114005]]]";"{type=Point, coordinates=[37.55274889, 55.73114005]}";
"5107808418";"22926";"Метро «Братиславская»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75062835, 55.6585901]]]";"{type=Point, coordinates=[37.75062835, 55.6585901]}";
"5107808419";"229";"Почта";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49462501, 55.87495346]]]";"{type=Point, coordinates=[37.49462501, 55.87495346]}";
"5107808420";"2393";"Улица Багрицкого";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.43818381, 55.72125265]]]";"{type=Point, coordinates=[37.43818381, 55.72125265]}";
"5107808421";"22924";"Метро «Братиславская»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75070898, 55.65832]]]";"{type=Point, coordinates=[37.75070898, 55.65832]}";
"5107808422";"22952";"Малинский ручей";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.20994254, 55.95336924]]]";"{type=Point, coordinates=[37.20994254, 55.95336924]}";
"5107808423";"23066";"Большая Филёвская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50927688, 55.75074379]]]";"{type=Point, coordinates=[37.50927688, 55.75074379]}";
