"global_id";"Stop code";"Stop name";"Station Name";"Street";"Direction";"Pavilion";"Operating organization name";"Pavilion electrification";"Transport type";"Geodata";"Centroid";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"Электроподключение остановочного павильона";"Вид транспорта";"Геоданные";"Центроид";
"5089310222";"22093";"Зимёнковская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.406062, 55.566212]]]";"{type=Point, coordinates=[37.406062, 55.566212]}";
"5089310230";"22091";"Зимёнковская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.407256, 55.565745]]]";"{type=Point, coordinates=[37.407256, 55.565745]}";
"5089310243";"22893";"ОВД Ростокино";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66515, 55.836792]]]";"{type=Point, coordinates=[37.66515, 55.836792]}";
"5089310251";"1003154";"Столбово";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.471832, 55.558881]]]";"{type=Point, coordinates=[37.471832, 55.558881]}";
"5089310260";"1010450";"МЦД Зеленоград-Крюково";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.17442, 55.978344]]]";"{type=Point, coordinates=[37.17442, 55.978344]}";
"5089310268";"1002949";"Улица Адмирала Угрюмова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.410774, 55.543927]]]";"{type=Point, coordinates=[37.410774, 55.543927]}";
"5089310293";"1009327";"Люблинский отдел ЗАГС";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.750237, 55.70215]]]";"{type=Point, coordinates=[37.750237, 55.70215]}";
"5089310294";"22305";"Базовская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.517387, 55.882153]]]";"{type=Point, coordinates=[37.517387, 55.882153]}";
"5089310323";"21903";"Метро «Потапово»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.496102, 55.551565]]]";"{type=Point, coordinates=[37.496102, 55.551565]}";
"5089310324";"7234";"МЦД Москворечье";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.689518, 55.639372]]]";"{type=Point, coordinates=[37.689518, 55.639372]}";
"5089310436";"1001920";"Метро «Лубянка»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.626115, 55.760126]]]";"{type=Point, coordinates=[37.626115, 55.760126]}";
"5089310470";"22619";"Заводская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.180492, 55.974285]]]";"{type=Point, coordinates=[37.180492, 55.974285]}";
"5095667618";"21226";"Проектируемый проезд 1190";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.516365, 55.696228]]]";"{type=Point, coordinates=[37.516365, 55.696228]}";
"5107796959";"1000443";"2-я Рейсовая улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.29866752, 55.60852864]]]";"{type=Point, coordinates=[37.29866752, 55.60852864]}";
"5107796960";"1000609";"Привольная ул., 27";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.84945397, 55.6948109]]]";"{type=Point, coordinates=[37.84945397, 55.6948109]}";
"5107796961";"1000613";"Кинотеатр «Тула»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.71732914, 55.68631695]]]";"{type=Point, coordinates=[37.71732914, 55.68631695]}";
"5107796962";"1000257";"Извилистый проезд";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66977687, 55.88014853]]]";"{type=Point, coordinates=[37.66977687, 55.88014853]}";
"5107796963";"1000610";"Привольная улица, 27";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.84972962, 55.69400191]]]";"{type=Point, coordinates=[37.84972962, 55.69400191]}";
"5107796964";"1000456";"Колледж информационных технологий";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64778247, 55.66681203]]]";"{type=Point, coordinates=[37.64778247, 55.66681203]}";
"5107796965";"1000681";"Улица Берёзки";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.07266771, 55.21653049]]]";"{type=Point, coordinates=[37.07266771, 55.21653049]}";
"5107796966";"1000665";"Мещерский лес";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.42626956, 55.66140458]]]";"{type=Point, coordinates=[37.42626956, 55.66140458]}";
"5107796967";"1000459";"Миграционный центр";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.18635839, 55.29159794]]]";"{type=Point, coordinates=[37.18635839, 55.29159794]}";
"5107796968";"1000618";"Крематорий";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.45303663, 55.60787204]]]";"{type=Point, coordinates=[37.45303663, 55.60787204]}";
"5107796969";"1000659";"Большая Юшуньская улица, 8";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5929969, 55.64925538]]]";"{type=Point, coordinates=[37.5929969, 55.64925538]}";
"5107796970";"1000453";"Академия акварели";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.48072146, 55.63263397]]]";"{type=Point, coordinates=[37.48072146, 55.63263397]}";
"5107796971";"1000656";"Улица Сосенский Стан";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47051857, 55.57785563]]]";"{type=Point, coordinates=[37.47051857, 55.57785563]}";
"5107796972";"1000452";"Ивовая улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64837486, 55.86026684]]]";"{type=Point, coordinates=[37.64837486, 55.86026684]}";
"5107796973";"1000683";"Богородское";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.06661428, 55.21116285]]]";"{type=Point, coordinates=[37.06661428, 55.21116285]}";
"5107796974";"1000684";"Рождественно";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.06633069, 55.20566419]]]";"{type=Point, coordinates=[37.06633069, 55.20566419]}";
"5107796975";"1000451";"Бунчиха";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.03765094, 55.23611701]]]";"{type=Point, coordinates=[37.03765094, 55.23611701]}";
"5107796976";"1000813";"МЦД Мещерская";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.42691536, 55.66691521]]]";"{type=Point, coordinates=[37.42691536, 55.66691521]}";
"5107796977";"1000455";"Новочерёмушкинский пруд";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.57271364, 55.67690115]]]";"{type=Point, coordinates=[37.57271364, 55.67690115]}";
"5107796978";"1000616";"СНТ «Витамины»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.06213359, 55.24603514]]]";"{type=Point, coordinates=[37.06213359, 55.24603514]}";
"5107796979";"1000454";"Новочерёмушкинский пруд";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.57461262, 55.67645469]]]";"{type=Point, coordinates=[37.57461262, 55.67645469]}";
"5107796980";"1000660";"Ясеневские пруды";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53792295, 55.59830693]]]";"{type=Point, coordinates=[37.53792295, 55.59830693]}";
"5107796981";"1000768";"Ашан";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67054148, 55.89934595]]]";"{type=Point, coordinates=[37.67054148, 55.89934595]}";
"5107796982";"1000607";"Нижние Котлы";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.62532275, 55.67852212]]]";"{type=Point, coordinates=[37.62532275, 55.67852212]}";
"5107796983";"1000569";"Фетищево";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50968004, 55.41982672]]]";"{type=Point, coordinates=[37.50968004, 55.41982672]}";
"5107796984";"1000654";"Дом культуры «Коммунарка»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47606848, 55.57063544]]]";"{type=Point, coordinates=[37.47606848, 55.57063544]}";
"5107796985";"1000767";"Ашан";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.67048526, 55.89994571]]]";"{type=Point, coordinates=[37.67048526, 55.89994571]}";
"5107796986";"1000716";"Центральный дом культуры «ВОС»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51175768, 55.78809477]]]";"{type=Point, coordinates=[37.51175768, 55.78809477]}";
"5107796987";"1000566";"Сквер Подольских курсантов";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51563658, 55.42193971]]]";"{type=Point, coordinates=[37.51563658, 55.42193971]}";
"5107796988";"1000526";"ЖБК";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56588547, 55.48357048]]]";"{type=Point, coordinates=[37.56588547, 55.48357048]}";
"5107796989";"1000682";"Богородское";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.06639177, 55.21162674]]]";"{type=Point, coordinates=[37.06639177, 55.21162674]}";
"5107796990";"1000199";"Полежайки";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[36.89751838, 56.07143757]]]";"{type=Point, coordinates=[36.89751838, 56.07143757]}";
"5107796991";"1000570";"Фетищевская ул.";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49479368, 55.41554444]]]";"{type=Point, coordinates=[37.49479368, 55.41554444]}";
"5107796992";"1000442";"2-я Рейсовая улица, 20";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.30322753, 55.611868]]]";"{type=Point, coordinates=[37.30322753, 55.611868]}";
"5107796993";"1000603";"Ангел Мира";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.90139398, 55.68958354]]]";"{type=Point, coordinates=[37.90139398, 55.68958354]}";
"5107796994";"1000700";"Новокуркинское ш., 27";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.39933657, 55.89916419]]]";"{type=Point, coordinates=[37.39933657, 55.89916419]}";
"5107796995";"1000458";"Миграционный центр";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.18695989, 55.29126824]]]";"{type=Point, coordinates=[37.18695989, 55.29126824]}";
"5107796996";"1000534";"Улица Адмирала Корнилова, 66";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.44601294, 55.62006347]]]";"{type=Point, coordinates=[37.44601294, 55.62006347]}";
"5107796997";"1000585";"Кузнечики";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.4769887, 55.40931535]]]";"{type=Point, coordinates=[37.4769887, 55.40931535]}";
"5107796998";"10007";"ОВД Братеево";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.77036979, 55.6340607]]]";"{type=Point, coordinates=[37.77036979, 55.6340607]}";
"5107796999";"1000571";"Фетищевская улица";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49971926, 55.41665789]]]";"{type=Point, coordinates=[37.49971926, 55.41665789]}";
"5107797000";"1000449";"Волжский бульвар, 9";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74556246, 55.71603557]]]";"{type=Point, coordinates=[37.74556246, 55.71603557]}";
"5107797001";"1000717";"Метро «Полежаевская»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51659762, 55.77696199]]]";"{type=Point, coordinates=[37.51659762, 55.77696199]}";
"5107797002";"1000545";"Поликлиника";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53775591, 55.44972291]]]";"{type=Point, coordinates=[37.53775591, 55.44972291]}";
"5107797003";"1000457";"Метро «Аннино» (южный вход)";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59702312, 55.58301566]]]";"{type=Point, coordinates=[37.59702312, 55.58301566]}";
"5107797004";"1000466";"Метро «Тропарёво»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47263881, 55.64468328]]]";"{type=Point, coordinates=[37.47263881, 55.64468328]}";
"5107797005";"1000604";"Таможенная академия";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.90304921, 55.68887361]]]";"{type=Point, coordinates=[37.90304921, 55.68887361]}";
"5107797006";"1000615";"СНТ «Витамины»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.059856, 55.24544769]]]";"{type=Point, coordinates=[37.059856, 55.24544769]}";
"5107797007";"1000531";"Метро «Октябрьская»";"";"";"";"";"";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.61175601, 55.72647653]]]";"{type=Point, coordinates=[37.61175601, 55.72647653]}";
"5107797008";"1000655";"Улица Сосенский Стан";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47157321, 55.57584766]]]";"{type=Point, coordinates=[37.47157321, 55.57584766]}";
"5107797009";"1000523";"Поворот на цементный завод";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56049034, 55.46605322]]]";"{type=Point, coordinates=[37.56049034, 55.46605322]}";
"5107797010";"1000521";"1-й Магистральный тупик, 5";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52918595, 55.76655875]]]";"{type=Point, coordinates=[37.52918595, 55.76655875]}";
"5107797011";"1000578";"Дом-музей Ленина";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55496671, 55.4375661]]]";"{type=Point, coordinates=[37.55496671, 55.4375661]}";
"5107797012";"1000299";"МЦД Трикотажная";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.4019824, 55.83321441]]]";"{type=Point, coordinates=[37.4019824, 55.83321441]}";
"5107797013";"1000541";"56-й километр МКАД";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.37899033, 55.72616924]]]";"{type=Point, coordinates=[37.37899033, 55.72616924]}";
"5107797014";"1000532";"Улица Введенского, 23";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53727346, 55.63811987]]]";"{type=Point, coordinates=[37.53727346, 55.63811987]}";
"5107797015";"1000528";"Школа на Силикатной";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56504087, 55.47944807]]]";"{type=Point, coordinates=[37.56504087, 55.47944807]}";
"5107797016";"1000301";"Налоговый городок";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.41104241, 55.83493409]]]";"{type=Point, coordinates=[37.41104241, 55.83493409]}";
"5107797017";"1000280";"Мкр. «Волжский»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74465659, 55.7175369]]]";"{type=Point, coordinates=[37.74465659, 55.7175369]}";
"5107797018";"1000543";"СНТ «Десна»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51953364, 55.45014296]]]";"{type=Point, coordinates=[37.51953364, 55.45014296]}";
"5107797019";"1000290";"СНТ «Маяк»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.34893208, 55.61248789]]]";"{type=Point, coordinates=[37.34893208, 55.61248789]}";
"5107797020";"1000567";"Сквер Подольских курсантов";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51973237, 55.42284694]]]";"{type=Point, coordinates=[37.51973237, 55.42284694]}";
"5107797021";"1000633";"Метро «Мякинино»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.38478188, 55.82276827]]]";"{type=Point, coordinates=[37.38478188, 55.82276827]}";
"5107797022";"1000703";"Детский театр";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66112193, 55.83419416]]]";"{type=Point, coordinates=[37.66112193, 55.83419416]}";
"5107797023";"1000699";"Новокуркинское шоссе, 35";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.3910431, 55.90270606]]]";"{type=Point, coordinates=[37.3910431, 55.90270606]}";
"5107797024";"1000522";"Поворот на цементный завод";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56099735, 55.46622474]]]";"{type=Point, coordinates=[37.56099735, 55.46622474]}";
"5107797025";"1000538";"ДАС";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59371938, 55.68980095]]]";"{type=Point, coordinates=[37.59371938, 55.68980095]}";
"5107797026";"1000702";"Поперечный просек";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.66063244, 55.79237994]]]";"{type=Point, coordinates=[37.66063244, 55.79237994]}";
"5107797027";"1000305";"1-й Котляковский переулок";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64143294, 55.6402461]]]";"{type=Point, coordinates=[37.64143294, 55.6402461]}";
"5107797028";"1000529";"Ново-Сырово";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56349169, 55.47430397]]]";"{type=Point, coordinates=[37.56349169, 55.47430397]}";
"5107797029";"1000579";"Площадь Ленина";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54486205, 55.4309093]]]";"{type=Point, coordinates=[37.54486205, 55.4309093]}";
"5107797030";"1000565";"Бульвар Льва Толстого";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52806162, 55.42544829]]]";"{type=Point, coordinates=[37.52806162, 55.42544829]}";
"5107797031";"1000278";"Васильцовский Стан";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75526632, 55.71633]]]";"{type=Point, coordinates=[37.75526632, 55.71633]}";
"5107797032";"1000524";"АТП-6";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5593565, 55.46092298]]]";"{type=Point, coordinates=[37.5593565, 55.46092298]}";
"5107797033";"1000572";"Южные Ворота";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.78582688, 55.62210824]]]";"{type=Point, coordinates=[37.78582688, 55.62210824]}";
"5107797034";"1000295";"7-я Боровская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.33769427, 55.62668273]]]";"{type=Point, coordinates=[37.33769427, 55.62668273]}";
"5107797035";"1000551";"АТП-6";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55859271, 55.45990476]]]";"{type=Point, coordinates=[37.55859271, 55.45990476]}";
"5107797036";"1000544";"СНТ «Десна»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52052801, 55.44982782]]]";"{type=Point, coordinates=[37.52052801, 55.44982782]}";
"5107797037";"1000298";"Ярославское шоссе";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.73360777, 55.87821409]]]";"{type=Point, coordinates=[37.73360777, 55.87821409]}";
"5107797038";"1000574";"Красная горка";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55194034, 55.44929992]]]";"{type=Point, coordinates=[37.55194034, 55.44929992]}";
"5107797039";"1000292";"Ульяновский лесопарк";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.33910997, 55.61894185]]]";"{type=Point, coordinates=[37.33910997, 55.61894185]}";
"5107797040";"1000530";"Ново-Сырово";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56258271, 55.47282883]]]";"{type=Point, coordinates=[37.56258271, 55.47282883]}";
"5107797041";"1000599";"Одесская улица, 9";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59734661, 55.66163731]]]";"{type=Point, coordinates=[37.59734661, 55.66163731]}";
"5107797042";"1000271";"14-й мкр. Марьинского Парка";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.7971805, 55.67352315]]]";"{type=Point, coordinates=[37.7971805, 55.67352315]}";
"5107797043";"1000608";"Палеонтологический ин-т";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.5133699, 55.62546662]]]";"{type=Point, coordinates=[37.5133699, 55.62546662]}";
"5107797044";"1000525";"ЖБК";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56641053, 55.48383187]]]";"{type=Point, coordinates=[37.56641053, 55.48383187]}";
"5107797045";"1000701";"МФЦ Куркино";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40722921, 55.88561346]]]";"{type=Point, coordinates=[37.40722921, 55.88561346]}";
"5107797046";"1000581";"Больница";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53659811, 55.42843605]]]";"{type=Point, coordinates=[37.53659811, 55.42843605]}";
"5107797047";"1000586";"Метро «Славянский бульвар»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.47401503, 55.72795066]]]";"{type=Point, coordinates=[37.47401503, 55.72795066]}";
"5107797048";"1000172";"Севанская улица";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64645712, 55.62383715]]]";"{type=Point, coordinates=[37.64645712, 55.62383715]}";
"5107797049";"1000297";"Ярославское шоссе";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.73307811, 55.87903162]]]";"{type=Point, coordinates=[37.73307811, 55.87903162]}";
"5107797050";"1000304";"Нововатутинский просп., 8";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.34883514, 55.51700825]]]";"{type=Point, coordinates=[37.34883514, 55.51700825]}";
"5107797051";"1000198";"Дачи";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[36.92195284, 56.03561809]]]";"{type=Point, coordinates=[36.92195284, 56.03561809]}";
"5107797052";"1000573";"Улица Маршала Бирюзова, 1";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49904437, 55.78872533]]]";"{type=Point, coordinates=[37.49904437, 55.78872533]}";
"5107797053";"1000540";"56-й километр МКАД";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.37988964, 55.72631104]]]";"{type=Point, coordinates=[37.37988964, 55.72631104]}";
"5107797054";"1000282";"Проектируемый проезд № 770";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.75112069, 55.71780161]]]";"{type=Point, coordinates=[37.75112069, 55.71780161]}";
"5107797055";"1000605";"Метро «Проспект Мира» (радиальная)";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.63338589, 55.7814404]]]";"{type=Point, coordinates=[37.63338589, 55.7814404]}";
"5107797056";"1000232";"Городской пруд";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.22048256, 55.98433594]]]";"{type=Point, coordinates=[37.22048256, 55.98433594]}";
"5107797057";"1000598";"Озерная ул., 27";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.45165958, 55.67470671]]]";"{type=Point, coordinates=[37.45165958, 55.67470671]}";
"5107797058";"1000707";"Бульварная улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.53985226, 55.94821195]]]";"{type=Point, coordinates=[37.53985226, 55.94821195]}";
"5107797059";"1000166";"Улица Довженко";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51752836, 55.72301193]]]";"{type=Point, coordinates=[37.51752836, 55.72301193]}";
"5107797060";"1000230";"Метро «Некрасовка»";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.92559263, 55.70311391]]]";"{type=Point, coordinates=[37.92559263, 55.70311391]}";
"5107797061";"1000293";"Ульяновский лесопарк";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.33907922, 55.61991719]]]";"{type=Point, coordinates=[37.33907922, 55.61991719]}";
"5107797062";"10001";"Швивая горка";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64181778, 55.74621764]]]";"{type=Point, coordinates=[37.64181778, 55.74621764]}";
"5107797063";"1000288";"МЦД Марьина Роща";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.61569841, 55.79882787]]]";"{type=Point, coordinates=[37.61569841, 55.79882787]}";
"5107797064";"1000568";"Фетищево";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.50870313, 55.41982679]]]";"{type=Point, coordinates=[37.50870313, 55.41982679]}";
